customer_id,tenure_months,billing_amount,support_tickets,sla_breaches,active_days,Churn
CUST-231,68,128.65737062836706,5,0,17,0
CUST-232,33,63.1848343050286,9,0,14,0
CUST-233,14,110.17034747159337,0,0,10,0
CUST-234,21,120.24596606074526,9,2,13,1
CUST-235,48,105.10458929257409,0,1,12,0
CUST-236,20,39.70735972401292,3,2,27,0
CUST-237,8,133.8648008572174,1,1,1,0
CUST-238,7,90.08229185568113,6,2,28,1
CUST-239,67,56.72141542810048,1,2,22,0
CUST-240,17,75.27966410690021,9,2,29,0
CUST-241,33,24.88424175185796,1,1,19,0
CUST-242,48,36.62268415891428,4,2,19,0
CUST-243,59,119.52107756706191,3,0,6,0
CUST-244,22,20.001512518197597,7,2,13,1
CUST-245,30,74.15355770269798,3,0,19,0
CUST-246,38,87.9263235411265,5,3,13,1
CUST-247,51,27.1024746001264,4,3,27,1
CUST-248,54,146.50016118640326,1,1,26,0
CUST-249,8,49.39629306245735,7,1,22,0
CUST-250,27,59.545833552716516,1,3,21,0
CUST-251,27,59.51252659315355,8,2,4,0
CUST-252,21,49.954166075255486,8,2,24,0
CUST-253,30,20.191596871220483,2,2,2,1
CUST-254,28,114.81482323143952,3,3,15,0
CUST-255,64,145.6899149739071,7,0,12,0
CUST-256,69,49.15815282705586,8,1,30,0
CUST-257,61,106.19613493444491,2,0,27,0
CUST-258,48,116.44652250463297,4,3,7,0
CUST-259,19,130.29529928176822,7,0,20,0
CUST-260,4,74.94179561176918,2,2,18,0
CUST-261,35,59.3810177332558,6,2,23,1
CUST-262,64,62.28836742299404,7,0,13,0
CUST-263,49,112.64077330280666,9,3,17,1
CUST-264,17,126.18133064573269,2,0,4,0
CUST-265,44,43.60981580835835,1,2,25,0
CUST-266,30,68.22233106050948,9,2,14,0
CUST-267,46,137.2522255773895,6,3,20,0
CUST-268,6,124.8701575603161,8,0,28,0
CUST-269,37,148.03159235912184,0,2,13,0
CUST-270,24,118.0522737586705,2,2,3,1
CUST-271,46,71.1153761336299,4,0,26,0
CUST-272,53,96.7829184193029,2,0,26,0
CUST-273,60,105.93185305215164,0,1,18,0
CUST-274,63,30.199256121226114,6,3,14,0
CUST-275,32,90.78460468350247,6,3,15,1
CUST-276,33,112.21170770143925,9,0,3,0
CUST-277,67,41.75176952013785,7,3,1,0
CUST-278,18,121.48212326532243,4,2,26,0
CUST-279,25,95.89046146683451,9,0,24,0
CUST-280,54,143.7888321406873,4,0,17,0
CUST-281,58,25.51489876689592,4,0,3,1
CUST-282,67,54.4923978822107,0,1,14,0
CUST-283,46,98.20200430897712,9,3,3,0
CUST-284,24,58.552788586770994,4,1,13,0
CUST-285,32,112.87514132926148,5,2,15,0
CUST-286,47,118.67068672785103,0,3,18,0
CUST-287,23,33.327075328641676,6,1,14,0
CUST-288,66,86.8010803468798,0,0,21,0
CUST-289,27,86.15577222683727,1,1,26,0
CUST-290,2,68.00650012802035,1,0,3,0
CUST-291,17,141.28023213405737,4,1,19,1
CUST-292,33,127.57582158351876,9,1,8,0
CUST-293,9,110.63721964825278,6,1,4,1
CUST-294,43,112.86246264554968,0,0,4,0
CUST-295,48,80.02309869570549,9,1,19,0
CUST-296,39,139.72928774255485,0,3,11,1
CUST-297,42,110.2974055429271,0,3,1,1
CUST-298,26,114.76753801525614,5,3,8,1
CUST-299,50,132.0198174923549,1,0,15,0
CUST-300,25,55.62930661448483,0,0,1,0
CUST-301,24,124.91921750267139,5,3,7,1
CUST-302,13,45.381278384343965,1,3,21,0
CUST-303,60,64.89445379183542,5,3,20,0
CUST-304,7,63.629359055079554,9,2,20,0
CUST-305,57,147.20831089058828,7,3,24,1
CUST-306,36,131.3498390872305,1,1,11,0
CUST-307,45,111.15208200673376,8,2,27,0
CUST-308,20,114.51737901000071,7,2,29,0
CUST-309,65,93.06946327233425,9,0,14,0
CUST-310,8,143.1217867241075,0,1,22,0
CUST-311,16,84.513637874707,6,0,16,0
CUST-312,14,69.4673022830863,9,0,14,0
CUST-313,15,41.19459380110683,5,1,12,1
CUST-314,66,122.20673479393754,5,0,17,0
CUST-315,32,115.47771116982689,5,1,14,0
CUST-316,63,69.96615500813753,5,1,10,0
CUST-317,51,23.275143814699817,9,0,24,1
CUST-318,25,129.0696526033414,6,3,29,1
CUST-319,58,21.484337849029572,2,0,14,0
CUST-320,63,111.48097135177662,5,2,18,0
CUST-321,62,146.13342426438743,2,0,22,0
CUST-322,22,76.89597265926645,6,1,9,0
CUST-323,58,50.546542649473864,6,2,17,1
CUST-324,58,111.63323130563963,7,1,6,0
CUST-325,49,126.22665846202607,1,3,8,0
CUST-326,52,91.03594109012015,8,3,26,1
CUST-327,42,145.71458578329901,4,2,13,0
CUST-328,70,26.716933815534944,8,3,18,1
CUST-329,15,85.62342777958865,9,3,5,1
CUST-330,54,113.39901315193151,4,0,6,0
CUST-331,60,132.14326124939328,6,0,21,1
CUST-332,8,43.30322954801271,8,3,19,1
CUST-333,53,124.00045262927858,3,3,4,1
CUST-334,60,91.85191984341088,1,0,7,0
CUST-335,5,71.55197865869522,8,3,4,1
CUST-336,68,37.122953715282165,1,3,25,0
CUST-337,6,132.48844865815863,2,1,11,0
CUST-338,47,40.445517063363,9,3,12,1
CUST-339,55,60.2724216971829,1,2,14,0
CUST-340,40,57.705919155116796,2,1,13,0
CUST-341,52,133.28382444481105,5,2,29,0
CUST-342,16,107.45138924715674,2,3,10,0
CUST-343,13,123.5685816348784,9,0,18,0
CUST-344,30,52.56082684302487,7,1,16,0
CUST-345,19,101.23363294890986,5,0,5,0
CUST-346,17,94.32697780868733,6,1,8,0
CUST-347,63,128.26794898247525,0,0,14,0
CUST-348,19,137.79131786256386,2,1,5,0
CUST-349,58,21.580380292060283,2,1,26,0
CUST-350,55,107.62258947764305,1,2,28,0
CUST-351,62,26.738653885564773,6,0,24,0
CUST-352,23,91.35162646005627,8,2,8,1
CUST-353,9,57.39225477567817,3,2,25,0
CUST-354,12,59.88095793787836,4,0,26,0
CUST-355,1,65.88460544880635,2,1,6,0
CUST-356,58,100.76801837644932,8,2,16,0
CUST-357,1,63.426495536939996,3,0,28,0
CUST-358,34,115.25087657673645,4,1,4,1
CUST-359,48,72.58856012460306,0,2,12,0
CUST-360,1,28.88591604029462,1,2,11,1
CUST-361,16,121.88877952293394,8,2,3,1
CUST-362,61,57.14858219705178,1,1,12,0
CUST-363,64,76.25969434790414,4,2,30,0
CUST-364,63,109.1077048188472,7,1,5,1
CUST-365,69,63.21930042933256,2,3,6,1
CUST-366,22,27.35613529907303,5,2,19,0
CUST-367,67,68.60973611166577,3,3,18,0
CUST-368,26,142.77831575025945,6,0,16,0
CUST-369,16,103.42547164881256,9,2,23,1
CUST-370,51,107.2922893267369,2,0,11,0
CUST-371,57,102.19667997289318,5,0,5,1
CUST-372,29,45.86897806472678,9,0,9,0
CUST-373,69,74.38340233329642,8,3,3,0
CUST-374,47,117.62217378723138,9,1,30,0
CUST-375,62,33.17847668191069,0,3,8,0
CUST-376,69,56.120860891662595,2,3,6,0
CUST-377,16,55.92148410056097,1,0,4,1
CUST-378,48,76.16246058728578,7,2,12,1
CUST-379,39,147.44793632248405,6,1,12,0
CUST-380,33,28.775331068896854,1,0,25,0
CUST-381,23,87.43112926947735,5,1,21,0
CUST-382,10,43.31740866158736,2,3,16,0
CUST-383,69,146.18795090326674,7,1,10,0
CUST-384,34,34.72945561457035,9,1,22,0
CUST-385,52,72.46813030700686,2,2,14,0
CUST-386,10,115.92504802849881,9,0,13,1
CUST-387,19,111.59207564356788,8,1,9,1
CUST-388,58,74.9547227962112,0,1,7,0
CUST-389,1,65.04814183385338,4,3,12,1
CUST-390,69,71.68960921187318,2,3,5,0
CUST-391,4,54.355914210623105,5,1,18,0
CUST-392,16,46.693282031883975,9,0,4,0
CUST-393,24,82.7951606826557,1,1,2,0
CUST-394,2,54.90938828878895,8,1,3,1
CUST-395,32,57.370016436642516,5,2,26,1
CUST-396,24,105.37828825169242,6,0,12,0
CUST-397,12,145.90985312098599,4,2,3,1
CUST-398,50,98.47283607271876,8,0,4,1
CUST-399,35,30.007330718445616,0,0,6,0
CUST-400,33,29.82586980102871,4,0,12,0
CUST-401,33,143.68501870992358,9,2,19,1
CUST-402,61,58.64780273995337,5,2,10,0
CUST-403,51,31.968708190721806,6,2,30,0
CUST-404,43,97.8757963295496,3,3,1,0
CUST-405,12,101.0743411777346,0,2,17,0
CUST-406,67,104.30562661542946,7,3,16,1
CUST-407,65,54.76226362148037,9,3,9,1
CUST-408,33,21.964388947881755,3,3,25,1
CUST-409,40,145.45199802908132,2,1,21,0
CUST-410,43,52.616095939843326,6,1,9,1
CUST-411,44,107.88341744683117,1,1,27,0
CUST-412,29,111.86188308423225,7,3,23,1
CUST-413,13,99.30096422033314,5,3,9,0
CUST-414,12,60.67796124777427,6,0,12,0
CUST-415,46,55.242512989328546,4,3,23,1
CUST-416,2,97.69687675135141,8,1,9,1
CUST-417,35,132.59243236951988,4,3,15,0
CUST-418,8,143.07538476004143,4,3,2,0
CUST-419,26,33.76775457248849,2,0,11,0
CUST-420,34,40.12771963770358,0,3,11,0
CUST-421,7,142.81571364180036,1,2,8,0
CUST-422,68,115.74957968352304,7,0,23,0
CUST-423,58,134.7891972278705,0,3,6,1
CUST-424,29,46.34224243759461,6,3,21,0
CUST-425,36,96.38616324422225,4,0,20,0
CUST-426,21,111.14814727427158,2,3,7,1
CUST-427,36,108.41454510810644,6,1,3,0
CUST-428,10,73.05971981267075,8,2,8,1
CUST-429,24,22.0013359198701,1,2,18,0
CUST-430,64,95.7803873845542,7,1,17,0
CUST-431,49,52.90320009334914,8,3,11,0
CUST-432,36,78.53305199857574,2,3,2,0
CUST-433,24,144.48553196089625,1,2,25,1
CUST-434,23,71.87459129351652,6,3,21,1
CUST-435,62,129.17420886637547,4,2,27,0
CUST-436,37,44.51027874740265,4,2,24,1
CUST-437,12,107.41986474325375,9,1,19,0
CUST-438,55,147.01090407706266,4,2,7,1
CUST-439,13,33.24610311348178,3,3,18,0
CUST-440,23,21.081592489534962,4,3,8,1
CUST-441,30,76.36576304223986,3,0,14,0
CUST-442,17,32.04131279667774,5,3,7,0
CUST-443,62,117.28996545791007,3,0,28,0
CUST-444,13,138.89132630031264,1,2,21,1
CUST-445,59,76.42272645213865,8,3,28,0
CUST-446,19,53.63251348020732,1,1,27,0
CUST-447,49,76.47243147085928,8,1,4,1
CUST-448,12,114.04821632050013,9,1,17,0
CUST-449,61,21.177041005448228,5,2,5,0
CUST-450,19,96.62901863301063,8,2,12,0
CUST-451,9,99.72791903535928,8,0,9,0
CUST-452,71,102.89947209647161,2,1,26,0
CUST-453,28,51.46287039751404,0,0,20,0
CUST-454,52,112.82685403915647,0,0,13,0
CUST-455,16,31.880893223130933,2,3,25,0
CUST-456,69,45.90514374068411,4,3,28,0
CUST-457,12,134.07110606508263,2,1,18,0
CUST-458,25,116.03400959445362,8,2,20,1
CUST-459,52,21.786922021474883,8,3,9,1
CUST-460,53,52.288913848074024,2,2,4,1
CUST-461,23,47.87284278911139,2,0,21,0
CUST-462,16,55.204822644806434,4,0,27,0
CUST-463,57,52.18277013638523,1,0,8,0
CUST-464,39,28.128418446569945,5,0,1,0
CUST-465,53,79.66226715758664,6,1,17,0
CUST-466,42,115.25535172220147,8,0,25,0
CUST-467,58,98.87512421326673,5,3,9,0
CUST-468,39,107.47331691775037,2,0,20,0
CUST-469,14,30.54939320971109,4,2,13,1
CUST-470,5,143.69379232298235,3,3,2,1
CUST-471,35,129.0039383995932,4,2,13,0
CUST-472,18,124.66174140443616,7,2,9,0
CUST-473,9,126.98789465542977,7,1,30,0
CUST-474,58,141.252366057259,5,1,20,0
CUST-475,17,90.7530155947807,0,2,6,1
CUST-476,7,46.036662322791365,7,2,28,1
CUST-477,46,100.18186902083035,7,0,1,1
CUST-478,13,116.57459417683206,1,3,28,0
CUST-479,40,115.9292611360233,3,0,25,0
CUST-480,42,87.78837314169441,1,1,5,0
CUST-481,9,28.899633513365146,3,1,3,0
CUST-482,50,68.24468199591661,9,0,4,0
CUST-483,27,139.69965910023646,6,3,1,1
CUST-484,66,95.97835826846539,8,2,14,0
CUST-485,5,89.98315262324274,7,0,9,1
CUST-486,29,54.95095686968516,8,1,30,0
CUST-487,37,67.89835958915526,7,3,24,0
CUST-488,38,136.39499158991202,1,1,4,0
CUST-489,8,106.64019617848864,6,3,18,0
CUST-490,65,122.36031347780327,1,3,14,1
CUST-491,17,79.06490499879516,1,3,25,1
CUST-492,71,101.93213852930053,3,0,4,1
CUST-493,45,52.28986913661698,0,0,25,0
CUST-494,4,111.70990793685321,4,0,10,0
CUST-495,36,75.58817338143385,5,3,3,1
CUST-496,70,77.53091692591693,8,3,23,1
CUST-497,31,104.41190219499461,9,1,7,0
CUST-498,19,141.71648079096047,7,2,10,1
CUST-499,61,28.320825059120722,1,0,13,0
CUST-500,54,127.21662085511099,0,3,4,1
CUST-501,39,58.0098043535851,1,1,18,0
CUST-502,19,77.70952908582912,6,1,11,0
CUST-503,39,22.848732740751164,3,1,25,0
CUST-504,67,59.1359901184607,9,0,4,0
CUST-505,45,85.34206154191696,4,0,24,0
CUST-506,13,27.302890055167072,6,2,14,1
CUST-507,58,83.84244481981148,2,1,18,0
CUST-508,20,140.52438175159557,9,0,8,1
CUST-509,61,33.70111835401468,1,1,27,0
CUST-510,39,119.37729464981557,6,3,10,0
CUST-511,1,73.25723693887903,4,1,5,0
CUST-512,3,105.17258288816394,0,2,23,0
CUST-513,62,53.83075773807982,0,0,7,1
CUST-514,63,40.73399413037657,8,3,12,1
CUST-515,25,40.86013985525943,4,0,25,0
CUST-516,56,29.163952933608805,0,3,3,1
CUST-517,33,44.1340716371616,6,1,26,0
CUST-518,38,106.34852004856587,8,1,4,0
CUST-519,6,134.61977953965607,0,2,10,1
CUST-520,58,125.83633912685104,9,2,4,0
CUST-521,44,109.06746028368293,3,3,15,0
CUST-522,45,34.356142243443344,2,2,29,0
CUST-523,32,57.59436801847348,4,2,10,0
CUST-524,45,60.27489379192097,6,2,21,0
CUST-525,61,52.49440303169076,7,2,30,0
CUST-526,47,86.950735762264,1,1,22,0
CUST-527,21,89.62199593435743,6,2,16,0
CUST-528,36,66.39517677224433,0,1,15,0
CUST-529,19,65.99259063573669,6,1,19,0
CUST-530,20,127.71222772779058,7,0,29,0
CUST-531,57,122.60807028155912,1,1,20,0
CUST-532,18,60.013458118496935,8,1,19,1
CUST-533,47,138.7924977035237,0,2,18,0
CUST-534,49,143.8659522103258,5,1,26,0
CUST-535,14,62.476530463905306,0,3,12,0
CUST-536,15,66.07524334309713,2,2,25,0
CUST-537,31,85.73243994485465,5,2,16,0
CUST-538,1,142.34570562937756,2,2,1,1
CUST-539,54,133.92152630850052,7,0,16,0
CUST-540,3,33.33383513586668,4,2,2,1
CUST-541,16,71.0549966252841,1,1,24,0
CUST-542,57,91.93825466747035,3,3,15,0
CUST-543,12,85.40722143170021,8,2,7,0
CUST-544,16,45.202198831796046,3,2,28,0
CUST-545,24,131.64618025186013,9,3,1,1
CUST-546,28,108.00230178958886,9,2,5,0
CUST-547,8,128.9280887307345,7,0,10,0
CUST-548,36,131.63935631543137,4,1,22,0
CUST-549,8,117.28626097654617,9,3,21,1
CUST-550,58,77.09737816246326,0,3,4,1
CUST-551,60,99.3710781520052,6,0,14,0
CUST-552,50,40.84750279556661,2,1,13,0
CUST-553,28,107.573904271738,9,0,1,0
CUST-554,41,43.3029232461065,7,1,16,0
CUST-555,64,110.21344676632039,2,0,23,0
CUST-556,27,49.84776089801593,0,2,9,1
CUST-557,63,35.28166901952859,4,0,22,0
CUST-558,17,41.48698371858447,1,3,16,0
CUST-559,33,20.258977578479136,3,3,19,0
CUST-560,29,113.43615032095893,0,3,15,0
CUST-561,13,115.21213637758929,8,0,26,0
CUST-562,46,86.94133548872372,5,3,14,0
CUST-563,35,40.97716413719988,7,3,20,0
CUST-564,6,30.86206387638967,3,2,10,0
CUST-565,69,22.48676563684731,8,2,21,1
CUST-566,47,41.54726300547869,1,1,12,0
CUST-567,25,135.81121954780906,8,1,28,0
CUST-568,66,51.39978942121863,4,1,1,0
CUST-569,10,66.05527253823803,5,0,21,0
CUST-570,56,33.694912982573314,2,1,17,0
CUST-571,30,48.906969617262135,3,0,9,0
CUST-572,5,87.49919420142666,5,0,23,0
CUST-573,33,99.00784880243484,6,1,19,0
CUST-574,65,51.89580084160744,0,1,25,0
CUST-575,18,27.50518069926524,6,0,18,0
CUST-576,49,70.83427298656183,0,2,28,0
CUST-577,11,50.44643822042344,4,3,7,1
CUST-578,26,48.542010019874255,5,3,9,0
CUST-579,63,144.7821643527492,1,3,22,0
CUST-580,59,100.11906317034413,9,2,26,1
